1.000000000000000183e-04,1.015858333333334151e+01,3.667969999999979791e+02,9.737038333333119056e+01,9.557766666666712752e+01,1.377691666666664503e+02,8.429116666666654112e+01,1.042846666666591318e+03,4.516300000000033954e+00,2.704916666666502767e+00,0.000000000000000000e+00
5.000000000000000240e-05,4.817683333333373064e+00,1.791868333333338228e+02,9.870948333332879088e+01,5.682766666666699251e+01,7.831866666666657295e+01,2.275050000000003791e+01,9.881373333332500124e+02,1.545216666666675343e+00,2.701049999999837858e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.541033333333335253e+00,7.538366666666753702e+01,9.943534999999364743e+01,3.491600000000055104e+01,3.757966666666666100e+01,2.803499999999999659e+00,9.391121666665926568e+02,2.735499999999995158e-01,2.700033333333170749e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.648999999999983146e+00,3.452516666666723921e+01,9.965341666665982245e+01,3.568633333333411883e+01,1.519900000000021834e+01,1.356666666666666299e-01,8.790333333332730490e+02,1.800000000000000558e-02,2.699999999999837197e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.275799999999954748e+00,2.152583333333344484e+01,9.969558333332648203e+01,5.583800000000191943e+01,5.521666666666741996e+00,1.016666666666666934e-02,7.993333333332911934e+02,1.283333333333332941e-03,2.699999999999837197e+00,0.000000000000000000e+00
0.000000000000000000e+00,9.634666666666031887e-01,1.333149999999971946e+01,9.975633333332667974e+01,8.393683333333203223e+01,1.769333333333303004e+00,5.000000000000000104e-04,6.883333333333164319e+02,6.666666666666666986e-05,2.699999999999837197e+00,0.000000000000000000e+00
0.000000000000000000e+00,7.100833333332932096e-01,8.621333333333090820e+00,9.982018333332706561e+01,1.169593333333260148e+02,6.191666666666633123e-01,0.000000000000000000e+00,5.571666666666795891e+02,1.666666666666666747e-05,2.699999999999837197e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.972499999999800413e-01,5.339333333333171616e+00,9.988019999999414722e+01,1.500341666666537037e+02,2.156666666666671728e-01,1.666666666666666611e-04,4.238333333333465589e+02,0.000000000000000000e+00,2.699999999999837197e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.354999999999954130e-01,3.278666666666613771e+00,9.992233333332788447e+01,1.806046666666505303e+02,6.783333333333337045e-02,0.000000000000000000e+00,3.006666666666658898e+02,0.000000000000000000e+00,2.699999999999837197e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.229166666666702046e-01,2.045166666666690336e+00,9.995063333332828392e+01,2.033821666666488852e+02,2.999999999999999889e-02,0.000000000000000000e+00,2.093333333333301596e+02,0.000000000000000000e+00,2.699999999999837197e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.272499999999989195e-01,1.100833333333329556e+00,9.997301666666189135e+01,2.249749999999810939e+02,7.999999999999996697e-03,0.000000000000000000e+00,1.233333333333346502e+02,0.000000000000000000e+00,2.699999999999837197e+00,0.000000000000000000e+00
0.000000000000000000e+00,6.425000000000033462e-02,5.341666666666685659e-01,9.998664999999546410e+01,2.400958333333139478e+02,6.666666666666666444e-04,0.000000000000000000e+00,6.316666666666630903e+01,0.000000000000000000e+00,2.699999999999837197e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.808333333333329004e-02,2.316666666666663266e-01,9.999421666666219721e+01,2.489476666666471374e+02,1.666666666666666611e-04,0.000000000000000000e+00,2.800000000000006040e+01,0.000000000000000000e+00,2.699999999999837197e+00,0.000000000000000000e+00
0.000000000000000000e+00,8.083333333333329526e-03,6.583333333333331316e-02,9.999834999999558249e+01,2.539848333333136736e+02,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000005329e+00,0.000000000000000000e+00,2.699999999999837197e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.833333333333333103e-03,2.266666666666666483e-02,9.999943333332893758e+01,2.552859999999803335e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.833333333333332593e+00,0.000000000000000000e+00,2.699999999999837197e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999560885e+01,2.559999999999803322e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.699999999999837197e+00,0.000000000000000000e+00
