0,0,1
0,1,16
0,2,7
0,3,15
0,4,4
0,5,14
0,6,5
0,7,2
0,8,10
0,9,3
0,10,6
0,11,9
0,12,11
0,13,12
0,14,13
0,15,8
1,0,9
1,1,10
1,2,8
1,3,6
1,4,13
1,5,15
1,6,3
1,7,16
1,8,11
1,9,4
1,10,2
1,11,12
1,12,7
1,13,1
1,14,5
1,15,14
2,0,11
2,1,4
2,2,5
2,3,14
2,4,12
2,5,10
2,6,6
2,7,1
2,8,15
2,9,7
2,10,8
2,11,13
2,12,2
2,13,16
2,14,9
2,15,3
3,0,3
3,1,12
3,2,13
3,3,2
3,4,9
3,5,8
3,6,7
3,7,11
3,8,14
3,9,16
3,10,5
3,11,1
3,12,6
3,13,10
3,14,4
3,15,15
4,0,5
4,1,2
4,2,9
4,3,1
4,4,11
4,5,12
4,6,4
4,7,14
4,8,13
4,9,10
4,10,7
4,11,6
4,12,15
4,13,8
4,14,3
4,15,16
5,0,16
5,1,8
5,2,3
5,3,7
5,4,15
5,5,1
5,6,13
5,7,6
5,8,2
5,9,14
5,10,12
5,11,4
5,12,10
5,13,9
5,14,11
5,15,5
6,0,4
6,1,15
6,2,6
6,3,13
6,4,3
6,5,2
6,6,10
6,7,8
6,8,16
6,9,5
6,10,9
6,11,11
6,12,1
6,13,7
6,14,14
6,15,12
7,0,14
7,1,11
7,2,12
7,3,10
7,4,5
7,5,9
7,6,16
7,7,7
7,8,8
7,9,1
7,10,15
7,11,3
7,12,13
7,13,6
7,14,2
7,15,4
8,0,12
8,1,5
8,2,16
8,3,4
8,4,1
8,5,6
8,6,15
8,7,13
8,8,9
8,9,2
8,10,3
8,11,7
8,12,8
8,13,14
8,14,10
8,15,11
9,0,8
9,1,7
9,2,10
9,3,9
9,4,16
9,5,11
9,6,12
9,7,3
9,8,6
9,9,13
9,10,14
9,11,5
9,12,4
9,13,2
9,14,15
9,15,1
10,0,2
10,1,6
10,2,1
10,3,3
10,4,8
10,5,4
10,6,14
10,7,5
10,8,12
10,9,11
10,10,10
10,11,15
10,12,16
10,13,13
10,14,7
10,15,9
11,0,13
11,1,14
11,2,15
11,3,11
11,4,10
11,5,7
11,6,2
11,7,9
11,8,4
11,9,8
11,10,1
11,11,16
11,12,5
11,13,3
11,14,12
11,15,6
12,0,6
12,1,13
12,2,11
12,3,12
12,4,14
12,5,16
12,6,8
12,7,10
12,8,3
12,9,15
12,10,4
12,11,2
12,12,9
12,13,5
12,14,1
12,15,7
13,0,10
13,1,9
13,2,4
13,3,5
13,4,7
13,5,3
13,6,11
13,7,12
13,8,1
13,9,6
13,10,13
13,11,8
13,12,14
13,13,15
13,14,16
13,15,2
14,0,15
14,1,1
14,2,14
14,3,8
14,4,2
14,5,5
14,6,9
14,7,4
14,8,7
14,9,12
14,10,16
14,11,10
14,12,3
14,13,11
14,14,6
14,15,13
15,0,7
15,1,3
15,2,2
15,3,16
15,4,6
15,5,13
15,6,1
15,7,15
15,8,5
15,9,9
15,10,11
15,11,14
15,12,12
15,13,4
15,14,8
15,15,10
