0,0,7
0,1,9
0,2,1
0,3,2
0,4,14
0,5,6
0,6,15
0,7,3
0,8,13
0,9,8
0,10,11
0,11,16
0,12,5
0,13,4
0,14,10
0,15,12
1,0,16
1,1,15
1,2,4
1,3,8
1,4,13
1,5,5
1,6,10
1,7,2
1,8,14
1,9,12
1,10,6
1,11,9
1,12,11
1,13,7
1,14,1
1,15,3
2,0,11
2,1,5
2,2,14
2,3,3
2,4,1
2,5,4
2,6,12
2,7,16
2,8,7
2,9,15
2,10,2
2,11,10
2,12,13
2,13,9
2,14,6
2,15,8
3,0,13
3,1,6
3,2,10
3,3,12
3,4,7
3,5,8
3,6,11
3,7,9
3,8,5
3,9,3
3,10,4
3,11,1
3,12,2
3,13,15
3,14,16
3,15,14
4,0,6
4,1,2
4,2,7
4,3,1
4,4,4
4,5,3
4,6,5
4,7,10
4,8,11
4,9,14
4,10,9
4,11,13
4,12,12
4,13,8
4,14,15
4,15,16
5,0,14
5,1,8
5,2,5
5,3,13
5,4,6
5,5,9
5,6,2
5,7,15
5,8,3
5,9,16
5,10,10
5,11,12
5,12,4
5,13,11
5,14,7
5,15,1
6,0,3
6,1,16
6,2,9
6,3,11
6,4,12
6,5,1
6,6,14
6,7,8
6,8,4
6,9,6
6,10,7
6,11,15
6,12,10
6,13,5
6,14,13
6,15,2
7,0,4
7,1,12
7,2,15
7,3,10
7,4,11
7,5,16
7,6,13
7,7,7
7,8,8
7,9,5
7,10,1
7,11,2
7,12,9
7,13,14
7,14,3
7,15,6
8,0,1
8,1,10
8,2,6
8,3,7
8,4,3
8,5,2
8,6,4
8,7,14
8,8,12
8,9,11
8,10,16
8,11,5
8,12,15
8,13,13
8,14,8
8,15,9
9,0,15
9,1,13
9,2,12
9,3,9
9,4,8
9,5,11
9,6,7
9,7,5
9,8,10
9,9,2
9,10,3
9,11,6
9,12,16
9,13,1
9,14,14
9,15,4
10,0,2
10,1,14
10,2,8
10,3,4
10,4,16
10,5,10
10,6,9
10,7,12
10,8,15
10,9,1
10,10,13
10,11,7
10,12,6
10,13,3
10,14,5
10,15,11
11,0,5
11,1,11
11,2,3
11,3,16
11,4,15
11,5,13
11,6,1
11,7,6
11,8,9
11,9,4
11,10,14
11,11,8
11,12,7
11,13,12
11,14,2
11,15,10
12,0,10
12,1,1
12,2,11
12,3,15
12,4,5
12,5,12
12,6,16
12,7,4
12,8,2
12,9,13
12,10,8
12,11,14
12,12,3
12,13,6
12,14,9
12,15,7
13,0,9
13,1,4
13,2,13
13,3,6
13,4,2
13,5,14
13,6,8
13,7,11
13,8,16
13,9,7
13,10,15
13,11,3
13,12,1
13,13,10
13,14,12
13,15,5
14,0,8
14,1,3
14,2,2
14,3,5
14,4,10
14,5,7
14,6,6
14,7,13
14,8,1
14,9,9
14,10,12
14,11,4
14,12,14
14,13,16
14,14,11
14,15,15
15,0,12
15,1,7
15,2,16
15,3,14
15,4,9
15,5,15
15,6,3
15,7,1
15,8,6
15,9,10
15,10,5
15,11,11
15,12,8
15,13,2
15,14,4
15,15,13
