0,0,7
0,1,10
0,2,25
0,3,3
0,4,24
0,5,15
0,6,16
0,7,12
0,8,11
0,9,2
0,10,18
0,11,4
0,12,22
0,13,9
0,14,19
0,15,20
0,16,23
0,17,14
0,18,5
0,19,1
0,20,6
0,21,21
0,22,13
0,23,17
0,24,8
1,0,20
1,1,12
1,2,9
1,3,18
1,4,4
1,5,21
1,6,22
1,7,17
1,8,13
1,9,8
1,10,11
1,11,7
1,12,23
1,13,10
1,14,1
1,15,19
1,16,6
1,17,15
1,18,16
1,19,25
1,20,3
1,21,5
1,22,2
1,23,14
1,24,24
2,0,15
2,1,6
2,2,5
2,3,19
2,4,22
2,5,7
2,6,25
2,7,14
2,8,24
2,9,1
2,10,8
2,11,16
2,12,21
2,13,20
2,14,3
2,15,17
2,16,11
2,17,13
2,18,2
2,19,12
2,20,4
2,21,9
2,22,18
2,23,23
2,24,10
3,0,8
3,1,16
3,2,11
3,3,2
3,4,17
3,5,23
3,6,9
3,7,19
3,8,18
3,9,3
3,10,25
3,11,14
3,12,13
3,13,5
3,14,6
3,15,10
3,16,21
3,17,7
3,18,4
3,19,24
3,20,1
3,21,22
3,22,20
3,23,12
3,24,15
4,0,1
4,1,13
4,2,23
4,3,21
4,4,14
4,5,4
4,6,6
4,7,20
4,8,5
4,9,10
4,10,12
4,11,2
4,12,17
4,13,15
4,14,24
4,15,3
4,16,22
4,17,18
4,18,8
4,19,9
4,20,19
4,21,25
4,22,7
4,23,16
4,24,11
5,0,18
5,1,9
5,2,15
5,3,12
5,4,21
5,5,14
5,6,17
5,7,3
5,8,2
5,9,16
5,10,19
5,11,10
5,12,7
5,13,25
5,14,23
5,15,5
5,16,1
5,17,11
5,18,20
5,19,8
5,20,13
5,21,6
5,22,24
5,23,4
5,24,22
6,0,23
6,1,7
6,2,1
6,3,4
6,4,10
6,5,8
6,6,24
6,7,18
6,8,20
6,9,11
6,10,13
6,11,5
6,12,16
6,13,22
6,14,12
6,15,25
6,16,15
6,17,6
6,18,14
6,19,19
6,20,21
6,21,2
6,22,9
6,23,3
6,24,17
7,0,5
7,1,11
7,2,16
7,3,24
7,4,6
7,5,12
7,6,1
7,7,13
7,8,25
7,9,4
7,10,17
7,11,18
7,12,20
7,13,2
7,14,15
7,15,22
7,16,10
7,17,9
7,18,3
7,19,21
7,20,7
7,21,23
7,22,8
7,23,19
7,24,14
8,0,22
8,1,17
8,2,14
8,3,20
8,4,2
8,5,6
8,6,15
8,7,10
8,8,7
8,9,19
8,10,21
8,11,9
8,12,3
8,13,8
8,14,11
8,15,4
8,16,13
8,17,23
8,18,24
8,19,18
8,20,16
8,21,12
8,22,5
8,23,1
8,24,25
9,0,25
9,1,8
9,2,3
9,3,13
9,4,19
9,5,22
9,6,5
9,7,9
9,8,21
9,9,23
9,10,6
9,11,1
9,12,14
9,13,24
9,14,4
9,15,16
9,16,17
9,17,12
9,18,7
9,19,2
9,20,20
9,21,11
9,22,10
9,23,15
9,24,18
10,0,19
10,1,2
10,2,8
10,3,6
10,4,11
10,5,25
10,6,13
10,7,23
10,8,4
10,9,5
10,10,7
10,11,21
10,12,24
10,13,12
10,14,14
10,15,1
10,16,3
10,17,22
10,18,18
10,19,10
10,20,17
10,21,16
10,22,15
10,23,20
10,24,9
11,0,13
11,1,24
11,2,20
11,3,10
11,4,5
11,5,1
11,6,8
11,7,7
11,8,16
11,9,17
11,10,15
11,11,3
11,12,25
11,13,11
11,14,18
11,15,9
11,16,12
11,17,2
11,18,21
11,19,6
11,20,23
11,21,4
11,22,14
11,23,22
11,24,19
12,0,3
12,1,15
12,2,4
12,3,22
12,4,12
12,5,10
12,6,18
12,7,24
12,8,9
12,9,6
12,10,2
12,11,19
12,12,8
12,13,23
12,14,20
12,15,14
12,16,5
12,17,25
12,18,17
12,19,16
12,20,11
12,21,1
12,22,21
12,23,7
12,24,13
13,0,16
13,1,14
13,2,18
13,3,17
13,4,9
13,5,2
13,6,19
13,7,21
13,8,3
13,9,15
13,10,4
13,11,22
13,12,5
13,13,1
13,14,13
13,15,7
13,16,20
13,17,24
13,18,23
13,19,11
13,20,10
13,21,8
13,22,25
13,23,6
13,24,12
14,0,21
14,1,23
14,2,7
14,3,25
14,4,1
14,5,11
14,6,20
14,7,22
14,8,12
14,9,14
14,10,10
14,11,6
14,12,9
14,13,16
14,14,17
14,15,8
14,16,4
14,17,19
14,18,15
14,19,13
14,20,24
14,21,18
14,22,3
14,23,2
14,24,5
15,0,10
15,1,18
15,2,6
15,3,15
15,4,23
15,5,19
15,6,21
15,7,5
15,8,17
15,9,22
15,10,3
15,11,8
15,12,1
15,13,14
15,14,9
15,15,2
15,16,24
15,17,20
15,18,11
15,19,7
15,20,12
15,21,13
15,22,4
15,23,25
15,24,16
16,0,4
16,1,25
16,2,19
16,3,1
16,4,8
16,5,13
16,6,7
16,7,2
16,8,14
16,9,20
16,10,24
16,11,17
16,12,18
16,13,6
16,14,5
16,15,21
16,16,9
16,17,16
16,18,12
16,19,3
16,20,22
16,21,15
16,22,11
16,23,10
16,24,23
17,0,17
17,1,20
17,2,22
17,3,11
17,4,13
17,5,3
17,6,10
17,7,1
17,8,15
17,9,9
17,10,16
17,11,23
17,12,12
17,13,21
17,14,25
17,15,18
17,16,8
17,17,5
17,18,6
17,19,4
17,20,14
17,21,7
17,22,19
17,23,24
17,24,2
18,0,2
18,1,5
18,2,12
18,3,7
18,4,16
18,5,18
18,6,4
18,7,6
18,8,23
18,9,24
18,10,20
18,11,15
18,12,11
18,13,19
18,14,10
18,15,13
18,16,14
18,17,1
18,18,25
18,19,22
18,20,9
18,21,3
18,22,17
18,23,8
18,24,21
19,0,9
19,1,21
19,2,24
19,3,14
19,4,3
19,5,16
19,6,11
19,7,25
19,8,8
19,9,12
19,10,22
19,11,13
19,12,2
19,13,4
19,14,7
19,15,15
19,16,19
19,17,17
19,18,10
19,19,23
19,20,5
19,21,20
19,22,6
19,23,18
19,24,1
20,0,11
20,1,4
20,2,21
20,3,9
20,4,25
20,5,24
20,6,23
20,7,15
20,8,19
20,9,13
20,10,1
20,11,12
20,12,10
20,13,17
20,14,2
20,15,6
20,16,18
20,17,3
20,18,22
20,19,20
20,20,8
20,21,14
20,22,16
20,23,5
20,24,7
21,0,12
21,1,3
21,2,17
21,3,23
21,4,18
21,5,5
21,6,2
21,7,11
21,8,1
21,9,21
21,10,14
21,11,20
21,12,6
21,13,7
21,14,8
21,15,24
21,16,16
21,17,10
21,18,9
21,19,15
21,20,25
21,21,19
21,22,22
21,23,13
21,24,4
22,0,14
22,1,22
22,2,2
22,3,5
22,4,15
22,5,20
22,6,12
22,7,8
22,8,6
22,9,7
22,10,9
22,11,24
22,12,19
22,13,13
22,14,16
22,15,11
22,16,25
22,17,4
22,18,1
22,19,17
22,20,18
22,21,10
22,22,23
22,23,21
22,24,3
23,0,24
23,1,19
23,2,10
23,3,16
23,4,20
23,5,9
23,6,14
23,7,4
23,8,22
23,9,18
23,10,23
23,11,25
23,12,15
23,13,3
23,14,21
23,15,12
23,16,7
23,17,8
23,18,13
23,19,5
23,20,2
23,21,17
23,22,1
23,23,11
23,24,6
24,0,6
24,1,1
24,2,13
24,3,8
24,4,7
24,5,17
24,6,3
24,7,16
24,8,10
24,9,25
24,10,5
24,11,11
24,12,4
24,13,18
24,14,22
24,15,23
24,16,2
24,17,21
24,18,19
24,19,14
24,20,15
24,21,24
24,22,12
24,23,9
24,24,20
